league,season,team,player,nation,pos,age,born,matches_played,starts,minutes,nineties,goals,assists,goal_contributions,non_penalty_goals,penalty_goals,penalty_attempts,yellow_cards,red_cards,goals_per90,assists_per90,ga_per90,npg_per90,npga_per90
FRA-Ligue 1,2324,Lyon,Mamadou Sarr,SEN,DF,17.0,2005.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Lyon,Maxence Caqueret,FRA,MF,23.0,2000.0,34,34,3022,33.6,1,3,4,1,0,0,1,0,0.03,0.09,0.12,0.03,0.12
FRA-Ligue 1,2324,Lyon,Mohamed El Arouch,FRA,MF,19.0,2004.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Lyon,Nemanja Matić,SRB,MF,34.0,1988.0,15,15,1254,13.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Lyon,Nicolás Tagliafico,ARG,"DF,MF",30.0,1992.0,25,25,2123,23.6,3,1,4,3,0,0,7,1,0.13,0.04,0.17,0.13,0.17
FRA-Ligue 1,2324,Lyon,Orel Mangala,BEL,MF,25.0,1998.0,8,4,398,4.4,2,0,2,2,0,0,0,0,0.45,0.0,0.45,0.45,0.45
FRA-Ligue 1,2324,Lyon,Paul Akouokou,CIV,MF,25.0,1997.0,8,4,307,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Lyon,Rayan Cherki,FRA,"MF,FW",19.0,2003.0,33,19,1719,19.1,1,6,7,1,0,0,0,0,0.05,0.31,0.37,0.05,0.37
FRA-Ligue 1,2324,Lyon,Rémy Riou,FRA,GK,35.0,1987.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Lyon,Sael Kumbedi,FRA,"DF,MF",18.0,2005.0,17,8,924,10.3,0,1,1,0,0,0,3,0,0.0,0.1,0.1,0.0,0.1
FRA-Ligue 1,2324,Lyon,Saïd Benrahma,ALG,"FW,MF",27.0,1995.0,12,10,770,8.6,3,3,6,3,0,0,2,0,0.35,0.35,0.7,0.35,0.7
FRA-Ligue 1,2324,Lyon,Sinaly Diomande,CIV,DF,22.0,2001.0,10,10,889,9.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Lyon,Skelly Alvero,FRA,MF,21.0,2002.0,8,6,426,4.7,1,0,1,1,0,0,2,0,0.21,0.0,0.21,0.21,0.21
FRA-Ligue 1,2324,Lyon,Tino Kadewere,ZIM,FW,27.0,1996.0,11,2,296,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Marseille,Amine Harit,MAR,MF,26.0,1997.0,28,21,1821,20.2,1,2,3,1,0,0,5,0,0.05,0.1,0.15,0.05,0.15
FRA-Ligue 1,2324,Marseille,Azzedine Ounahi,MAR,MF,23.0,2000.0,21,15,1209,13.4,2,0,2,2,0,0,3,0,0.15,0.0,0.15,0.15,0.15
FRA-Ligue 1,2324,Marseille,Bamo Meïté,CIV,DF,21.0,2001.0,16,6,638,7.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Marseille,Bilal Nadir,MAR,MF,19.0,2003.0,5,1,113,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Marseille,Chancel Mbemba,COD,DF,28.0,1994.0,25,25,2207,24.5,2,2,4,2,0,0,1,0,0.08,0.08,0.16,0.08,0.16
FRA-Ligue 1,2324,Marseille,Emran Soglo,FRA,MF,18.0,2005.0,3,1,109,1.2,1,1,2,1,0,0,1,0,0.83,0.83,1.65,0.83,1.65
FRA-Ligue 1,2324,Marseille,Faris Pemi Moumbagna,CMR,FW,23.0,2000.0,13,5,547,6.1,3,1,4,3,0,0,2,1,0.49,0.16,0.66,0.49,0.66
FRA-Ligue 1,2324,Marseille,François Mughe,CMR,MF,19.0,2004.0,5,2,177,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Marseille,Geoffrey Kondogbia,CTA,MF,30.0,1993.0,26,15,1463,16.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Marseille,Iliman Ndiaye,SEN,"FW,MF",23.0,2000.0,30,19,1618,18.0,3,3,6,3,0,0,0,1,0.17,0.17,0.33,0.17,0.33
FRA-Ligue 1,2324,Marseille,Ismaila Sarr,SEN,"MF,FW",25.0,1998.0,23,15,1447,16.1,3,4,7,3,0,0,1,0,0.19,0.25,0.44,0.19,0.44
FRA-Ligue 1,2324,Marseille,Jean Onana,CMR,MF,23.0,2000.0,13,5,566,6.3,1,0,1,1,0,0,1,0,0.16,0.0,0.16,0.16,0.16
FRA-Ligue 1,2324,Marseille,Joaquín Correa,ARG,"MF,FW",28.0,1994.0,12,6,430,4.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Marseille,Jonathan Clauss,FRA,"DF,MF",30.0,1992.0,27,25,2068,23.0,3,4,7,3,0,0,2,1,0.13,0.17,0.3,0.13,0.3
FRA-Ligue 1,2324,Marseille,Jordan Veretout,FRA,MF,30.0,1993.0,29,24,2183,24.3,1,2,3,1,0,0,4,0,0.04,0.08,0.12,0.04,0.12
FRA-Ligue 1,2324,Marseille,Keyliane Abdallah,FRA,FW,17.0,2006.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Marseille,Leonardo Balerdi,ARG,DF,24.0,1999.0,27,26,2271,25.2,2,0,2,2,0,0,6,1,0.08,0.0,0.08,0.08,0.08
FRA-Ligue 1,2324,Marseille,Luis Henrique,BRA,"FW,MF",21.0,2001.0,15,8,784,8.7,1,0,1,1,0,0,0,0,0.11,0.0,0.11,0.11,0.11
FRA-Ligue 1,2324,Marseille,Mattéo Guendouzi,FRA,MF,24.0,1999.0,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Marseille,Michael Amir Murillo,PAN,"DF,MF",27.0,1996.0,16,10,997,11.1,3,2,5,3,0,0,3,0,0.27,0.18,0.45,0.27,0.45
FRA-Ligue 1,2324,Marseille,Noam Mayoka-Tika,BEL,MF,19.0,2003.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Marseille,Pape Gueye,SEN,"MF,DF",24.0,1999.0,15,9,765,8.5,1,0,1,1,0,0,2,0,0.12,0.0,0.12,0.12,0.12
FRA-Ligue 1,2324,Marseille,Pau López,ESP,GK,28.0,1994.0,33,33,2939,32.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Marseille,Pierre-Emerick Aubameyang,GAB,FW,34.0,1989.0,34,30,2622,29.1,17,8,25,13,4,4,4,0,0.58,0.27,0.86,0.45,0.72
FRA-Ligue 1,2324,Marseille,Quentin Merlin,FRA,"DF,MF",21.0,2002.0,10,8,703,7.8,0,1,1,0,0,0,1,0,0.0,0.13,0.13,0.0,0.13
FRA-Ligue 1,2324,Marseille,Raimane Daou,COM,DF,18.0,2004.0,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Marseille,Renan Lodi,BRA,"DF,MF",25.0,1998.0,14,14,1235,13.7,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Marseille,Rubén Blanco,ESP,GK,28.0,1995.0,2,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Marseille,Samuel Gigot,FRA,DF,29.0,1993.0,21,20,1726,19.2,3,0,3,3,0,0,7,1,0.16,0.0,0.16,0.16,0.16
FRA-Ligue 1,2324,Marseille,Sofiane Sidi Ali,FRA,FW,28.0,1995.0,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Marseille,Ulisses Garcia,SUI,"DF,MF",27.0,1996.0,13,10,906,10.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Marseille,Valentin Rongier,FRA,MF,28.0,1994.0,10,10,851,9.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Marseille,Vitinha,POR,FW,23.0,2000.0,18,10,923,10.3,3,2,5,3,0,0,1,0,0.29,0.2,0.49,0.29,0.49
FRA-Ligue 1,2324,Metz,Ablie Jallow,GAM,"MF,FW",24.0,1998.0,17,10,918,10.2,3,2,5,2,1,1,1,0,0.29,0.2,0.49,0.2,0.39
FRA-Ligue 1,2324,Metz,Abou Lô,SEN,"MF,DF",23.0,2000.0,6,2,197,2.2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Metz,Alexandre Oukidja,ALG,GK,35.0,1988.0,34,34,2987,33.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Metz,Arthur Atta,FRA,MF,20.0,2003.0,21,10,924,10.3,1,2,3,1,0,0,0,0,0.1,0.19,0.29,0.1,0.29
FRA-Ligue 1,2324,Metz,Benjamin Tetteh,GHA,FW,26.0,1997.0,12,1,278,3.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Metz,Cheikh Tidiane Sabaly,SEN,"MF,FW",24.0,1999.0,29,17,1379,15.3,3,1,4,3,0,0,4,0,0.2,0.07,0.26,0.2,0.26
FRA-Ligue 1,2324,Metz,Christophe Hérelle,MTQ,DF,30.0,1992.0,19,18,1617,18.0,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Metz,Danley Jean-Jacques,HAI,MF,23.0,2000.0,33,30,2682,29.8,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Metz,Didier Lamkel Zé,CMR,"FW,MF",26.0,1996.0,9,7,550,6.1,1,0,1,1,0,0,1,0,0.16,0.0,0.16,0.16,0.16
FRA-Ligue 1,2324,Metz,Fali Candé,GNB,DF,25.0,1998.0,25,20,1849,20.5,0,1,1,0,0,0,4,0,0.0,0.05,0.05,0.0,0.05
FRA-Ligue 1,2324,Metz,Georges Mikautadze,GEO,FW,22.0,2000.0,20,20,1747,19.4,13,4,17,10,3,3,0,1,0.67,0.21,0.88,0.52,0.72
FRA-Ligue 1,2324,Metz,Guillaume Dietsch,FRA,GK,22.0,2001.0,1,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Metz,Habib Maïga,CIV,MF,27.0,1996.0,7,1,147,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Metz,Ibou Sané,SEN,FW,18.0,2005.0,9,0,128,1.4,1,0,1,1,0,0,1,0,0.7,0.0,0.7,0.7,0.7
FRA-Ligue 1,2324,Metz,Ismaël Traoré,CIV,DF,36.0,1986.0,26,25,2220,24.7,2,0,2,2,0,0,2,0,0.08,0.0,0.08,0.08,0.08
FRA-Ligue 1,2324,Metz,Joel Asoro,SWE,"MF,FW",24.0,1999.0,20,10,848,9.4,2,1,3,2,0,0,2,0,0.21,0.11,0.32,0.21,0.32
FRA-Ligue 1,2324,Metz,Joseph Nduquidi,FRA,"MF,DF",18.0,2004.0,13,7,751,8.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Metz,Koffi Kouao,CIV,DF,25.0,1998.0,13,10,860,9.6,0,2,2,0,0,0,2,0,0.0,0.21,0.21,0.0,0.21
FRA-Ligue 1,2324,Metz,Kévin N'Doram,FRA,MF,27.0,1996.0,23,18,1604,17.8,0,2,2,0,0,0,4,0,0.0,0.11,0.11,0.0,0.11
FRA-Ligue 1,2324,Metz,Kévin Van Den Kerkhof,ALG,"MF,FW",27.0,1996.0,29,21,1913,21.3,1,2,3,1,0,0,2,0,0.05,0.09,0.14,0.05,0.14
FRA-Ligue 1,2324,Metz,Lamine Camara,SEN,MF,19.0,2004.0,31,26,2255,25.1,1,4,5,1,0,1,3,0,0.04,0.16,0.2,0.04,0.2
FRA-Ligue 1,2324,Metz,Malick Mbaye,SEN,MF,19.0,2004.0,5,1,153,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Metz,Matthieu Udol,FRA,DF,27.0,1996.0,30,30,2700,30.0,3,3,6,3,0,0,5,0,0.1,0.1,0.2,0.1,0.2
FRA-Ligue 1,2324,Metz,Maxime Colin,FRA,DF,31.0,1991.0,22,22,1832,20.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Metz,N'Guessan Kouadio,CIV,MF,20.0,2003.0,6,1,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Metz,Oscar Estupiñan,COL,FW,26.0,1996.0,6,4,260,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Metz,Papa Amadou Diallo,SEN,"MF,FW",19.0,2004.0,16,9,889,9.9,2,1,3,2,0,0,1,0,0.2,0.1,0.3,0.2,0.3
FRA-Ligue 1,2324,Metz,Sadibou Sané,SEN,DF,19.0,2004.0,14,9,846,9.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Metz,Simon Elisor,FRA,FW,24.0,1999.0,14,9,767,8.5,1,0,1,1,0,1,1,0,0.12,0.0,0.12,0.12,0.12
FRA-Ligue 1,2324,Metz,Youssef Maziz,FRA,MF,25.0,1998.0,2,2,124,1.4,1,0,1,1,0,0,0,0,0.73,0.0,0.73,0.73,0.73
FRA-Ligue 1,2324,Monaco,Aleksandr Golovin,RUS,MF,27.0,1996.0,25,25,2147,23.9,6,6,12,6,0,0,8,1,0.25,0.25,0.5,0.25,0.5
FRA-Ligue 1,2324,Monaco,Antonin Cartillier,FRA,DF,19.0,2004.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Monaco,Breel Embolo,SUI,FW,26.0,1997.0,5,2,182,2.0,1,0,1,1,0,0,0,0,0.49,0.0,0.49,0.49,0.49
FRA-Ligue 1,2324,Monaco,Caio Henrique Oliveira Silva,BRA,"MF,DF",26.0,1997.0,9,7,623,6.9,0,5,5,0,0,0,0,0,0.0,0.72,0.72,0.0,0.72
FRA-Ligue 1,2324,Monaco,Chrislain Matsima,FRA,DF,21.0,2002.0,6,3,298,3.3,0,1,1,0,0,0,2,0,0.0,0.3,0.3,0.0,0.3
FRA-Ligue 1,2324,Monaco,Denis Zakaria,SUI,"MF,DF",26.0,1996.0,25,24,2137,23.7,4,0,4,4,0,0,13,2,0.17,0.0,0.17,0.17,0.17
FRA-Ligue 1,2324,Monaco,Edan Diop,FRA,MF,18.0,2004.0,10,0,163,1.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Monaco,Eliesse Ben Seghir,MAR,"MF,FW",18.0,2005.0,13,4,428,4.8,2,1,3,2,0,0,0,1,0.42,0.21,0.63,0.42,0.63
FRA-Ligue 1,2324,Monaco,Eliot Matazo,BEL,MF,21.0,2002.0,6,0,102,1.1,0,1,1,0,0,0,2,0,0.0,0.88,0.88,0.0,0.88
FRA-Ligue 1,2324,Monaco,Folarin Balogun,USA,FW,22.0,2001.0,29,19,1692,18.8,7,5,12,7,0,3,1,0,0.37,0.27,0.64,0.37,0.64
FRA-Ligue 1,2324,Monaco,Guillermo Maripán,CHI,DF,29.0,1994.0,23,21,1767,19.6,1,0,1,1,0,0,0,1,0.05,0.0,0.05,0.05,0.05
FRA-Ligue 1,2324,Monaco,Ismail Jakobs,SEN,"MF,DF",23.0,1999.0,22,16,1466,16.3,1,2,3,1,0,0,0,0,0.06,0.12,0.18,0.06,0.18
FRA-Ligue 1,2324,Monaco,Kassoum Ouattara,FRA,"DF,MF",18.0,2004.0,14,7,636,7.1,1,0,1,1,0,0,2,0,0.14,0.0,0.14,0.14,0.14
FRA-Ligue 1,2324,Monaco,Krépin Diatta,SEN,"MF,DF",24.0,1999.0,26,12,1206,13.4,0,2,2,0,0,0,2,0,0.0,0.15,0.15,0.0,0.15
FRA-Ligue 1,2324,Monaco,Lucas Michal,FRA,FW,18.0,2005.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Monaco,Maghnes Akliouche,FRA,MF,21.0,2002.0,28,18,1613,17.9,7,4,11,7,0,0,5,0,0.39,0.22,0.61,0.39,0.61
FRA-Ligue 1,2324,Monaco,Mamadou Coulibaly,FRA,MF,19.0,2004.0,5,1,118,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Monaco,Mohamed Camara,MLI,MF,23.0,2000.0,20,14,1035,11.5,1,2,3,0,1,1,4,0,0.09,0.17,0.26,0.0,0.17
FRA-Ligue 1,2324,Monaco,Mohammed Salisu,GHA,DF,24.0,1999.0,12,11,1035,11.5,0,1,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09
FRA-Ligue 1,2324,Monaco,Myron Boadu,NED,FW,22.0,2001.0,9,0,85,0.9,1,0,1,1,0,0,0,0,1.06,0.0,1.06,1.06,1.06
FRA-Ligue 1,2324,Monaco,Philipp Köhn,SUI,GK,25.0,1998.0,22,22,1980,22.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Monaco,Radosław Majecki,POL,GK,23.0,1999.0,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Monaco,Saïmon Bouabré,FRA,MF,17.0,2006.0,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Monaco,Soungoutou Magassa,FRA,DF,19.0,2003.0,21,15,1346,15.0,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Monaco,Takumi Minamino,JPN,MF,28.0,1995.0,30,25,2117,23.5,9,6,15,9,0,0,4,0,0.38,0.26,0.64,0.38,0.64
FRA-Ligue 1,2324,Monaco,Thilo Kehrer,GER,DF,26.0,1996.0,15,15,1323,14.7,1,1,2,1,0,0,4,1,0.07,0.07,0.14,0.07,0.14
FRA-Ligue 1,2324,Monaco,Vanderson,BRA,"MF,DF",22.0,2001.0,20,20,1641,18.2,3,1,4,3,0,0,6,1,0.16,0.05,0.22,0.16,0.22
FRA-Ligue 1,2324,Monaco,Wilfried Singo,CIV,DF,22.0,2000.0,25,24,2187,24.3,1,1,2,1,0,0,8,1,0.04,0.04,0.08,0.04,0.08
FRA-Ligue 1,2324,Monaco,Wissam Ben Yedder,FRA,FW,32.0,1990.0,32,26,2316,25.7,16,2,18,15,1,1,2,0,0.62,0.08,0.7,0.58,0.66
FRA-Ligue 1,2324,Monaco,Youssouf Fofana,FRA,MF,24.0,1999.0,32,31,2697,30.0,4,4,8,4,0,0,3,0,0.13,0.13,0.27,0.13,0.27
FRA-Ligue 1,2324,Montpellier,Akor Adams,NGA,FW,23.0,2000.0,32,27,2252,25.0,8,1,9,8,0,0,2,0,0.32,0.04,0.36,0.32,0.36
FRA-Ligue 1,2324,Montpellier,Arnaud Nordin,FRA,"MF,FW",25.0,1998.0,20,15,1246,13.8,5,3,8,5,0,0,1,1,0.36,0.22,0.58,0.36,0.58
FRA-Ligue 1,2324,Montpellier,Axel Gueguin,FRA,DF,18.0,2005.0,3,1,132,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Montpellier,Becir Omeragic,SUI,"DF,MF",21.0,2002.0,28,26,2312,25.7,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Montpellier,Benjamin Lecomte,FRA,GK,32.0,1991.0,30,30,2700,30.0,0,1,1,0,0,0,1,0,0.0,0.03,0.03,0.0,0.03
FRA-Ligue 1,2324,Montpellier,Boubakar Kouyaté,MLI,DF,26.0,1997.0,23,22,1928,21.4,0,2,2,0,0,0,5,1,0.0,0.09,0.09,0.0,0.09
FRA-Ligue 1,2324,Montpellier,Christopher Jullien,FRA,DF,30.0,1993.0,20,13,1233,13.7,1,0,1,1,0,0,5,0,0.07,0.0,0.07,0.07,0.07
FRA-Ligue 1,2324,Montpellier,Dimitry Bertaud,COD,GK,25.0,1998.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Montpellier,Elye Wahi,CIV,FW,20.0,2003.0,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Montpellier,Enzo Tchato,CMR,DF,20.0,2002.0,17,11,1125,12.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Montpellier,Falaye Sacko,MLI,DF,28.0,1995.0,19,15,1382,15.4,0,1,1,0,0,0,0,0,0.0,0.07,0.07,0.0,0.07
FRA-Ligue 1,2324,Montpellier,Issiaga Sylla,GUI,"DF,MF",29.0,1994.0,19,17,1455,16.2,1,2,3,1,0,0,3,0,0.06,0.12,0.19,0.06,0.19
FRA-Ligue 1,2324,Montpellier,Jordan Ferri,FRA,MF,31.0,1992.0,30,23,2031,22.6,1,1,2,1,0,0,6,0,0.04,0.04,0.09,0.04,0.09
FRA-Ligue 1,2324,Montpellier,Joris Chotard,FRA,MF,21.0,2001.0,31,30,2587,28.7,0,3,3,0,0,0,5,0,0.0,0.1,0.1,0.0,0.1
FRA-Ligue 1,2324,Montpellier,Kelvin Yeboah,ITA,FW,23.0,2000.0,13,0,276,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Montpellier,Khalil Fayad,FRA,MF,19.0,2004.0,23,11,1025,11.4,3,0,3,3,0,0,2,0,0.26,0.0,0.26,0.26,0.26
FRA-Ligue 1,2324,Montpellier,Lucas Mincarelli,FRA,"DF,MF",19.0,2004.0,13,12,978,10.9,1,1,2,1,0,0,1,1,0.09,0.09,0.18,0.09,0.18
FRA-Ligue 1,2324,Montpellier,Léo Leroy,FRA,MF,23.0,2000.0,21,3,499,5.5,0,1,1,0,0,0,4,0,0.0,0.18,0.18,0.0,0.18
FRA-Ligue 1,2324,Montpellier,Mamadou Sakho,FRA,DF,33.0,1990.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Montpellier,Maxime Estève,FRA,DF,21.0,2002.0,12,12,995,11.1,1,1,2,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18
FRA-Ligue 1,2324,Montpellier,Modibo Sagnan,MLI,DF,24.0,1999.0,13,12,1054,11.7,2,0,2,2,0,0,5,0,0.17,0.0,0.17,0.17,0.17
FRA-Ligue 1,2324,Montpellier,Musa Al-Taamari,JOR,"MF,FW",26.0,1997.0,27,24,1928,21.4,5,2,7,5,0,0,0,0,0.23,0.09,0.33,0.23,0.33
FRA-Ligue 1,2324,Montpellier,Othmane Maamma,MAR,FW,17.0,2005.0,2,1,88,1.0,1,0,1,1,0,0,0,0,1.02,0.0,1.02,1.02,1.02
FRA-Ligue 1,2324,Montpellier,Sacha Delaye,FRA,MF,21.0,2002.0,9,0,130,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Montpellier,Silvan Hefti,SUI,"DF,MF",25.0,1997.0,11,9,711,7.9,0,1,1,0,0,0,1,0,0.0,0.13,0.13,0.0,0.13
FRA-Ligue 1,2324,Montpellier,Tanguy Coulibaly,FRA,"MF,FW",22.0,2001.0,16,7,623,6.9,1,0,1,1,0,0,2,0,0.14,0.0,0.14,0.14,0.14
FRA-Ligue 1,2324,Montpellier,Théo Sainte-Luce,FRA,DF,24.0,1998.0,6,3,346,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Montpellier,Téji Savanier,FRA,MF,31.0,1991.0,32,32,2765,30.7,9,6,15,2,7,7,8,1,0.29,0.2,0.49,0.07,0.26
FRA-Ligue 1,2324,Montpellier,Wahbi Khazri,TUN,"MF,FW",32.0,1991.0,25,13,1131,12.6,1,0,1,1,0,0,6,0,0.08,0.0,0.08,0.08,0.08
FRA-Ligue 1,2324,Montpellier,Yanis Issoufou,FRA,FW,16.0,2006.0,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Montpellier,Yann Karamoh,FRA,FW,25.0,1998.0,12,1,284,3.2,1,0,1,1,0,0,1,0,0.32,0.0,0.32,0.32,0.32
FRA-Ligue 1,2324,Nantes,Abdoul Kader Bamba,FRA,MF,29.0,1994.0,23,1,611,6.8,2,1,3,2,0,0,2,0,0.29,0.15,0.44,0.29,0.44
FRA-Ligue 1,2324,Nantes,Adel Mahamoud,COM,FW,20.0,2003.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nantes,Adson,BRA,MF,22.0,2000.0,8,2,238,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nantes,Alban Lafont,CIV,GK,24.0,1999.0,28,28,2496,27.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nantes,Bastien Meupiyou,FRA,DF,17.0,2006.0,1,1,8,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nantes,Bénie Traoré,CIV,FW,20.0,2002.0,14,4,504,5.6,0,1,1,0,0,0,1,1,0.0,0.18,0.18,0.0,0.18
FRA-Ligue 1,2324,Nantes,Denis Petrić,SRB,GK,35.0,1988.0,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nantes,Douglas,BRA,MF,26.0,1997.0,25,22,1772,19.7,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nantes,Enzo Mongo,FRA,DF,18.0,2005.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nantes,Eray Cömert,SUI,DF,25.0,1998.0,25,23,1995,22.2,2,0,2,2,0,0,5,0,0.09,0.0,0.09,0.09,0.09
FRA-Ligue 1,2324,Nantes,Fabien Centonze,FRA,MF,27.0,1996.0,3,1,94,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nantes,Florent Mollet,FRA,"MF,FW",31.0,1991.0,29,24,2083,23.1,4,4,8,4,0,0,4,0,0.17,0.17,0.35,0.17,0.35
